Genomes	species	domain	raffinose--builds_acid_from	melibiose--builds_acid_from	L-alanine--carbon_source	maltose--carbon_source	D-galactose--carbon_source	D-mannose--carbon_source	raffinose--carbon_source	cellobiose--carbon_source	lactose--carbon_source	melibiose--carbon_source		tryptophan--energy_source	nitrate--reduction	raffinose--fermentation	D-mannose--fermentation	urea--hydrolysis	L-glutamate--degradation	arginine--hydrolysis	sorbitol--builds_acid_from	cellobiose--builds_acid_from	myo-inositol--builds_acid_from	L-rhamnose--builds_acid_from	trehalose--builds_acid_from	D-arabitol--builds_acid_from	L-arabinose--builds_acid_from	sucrose--builds_acid_from	D-glucose--builds_acid_from	malonate--assimilation	palatinose--builds_acid_from	ribitol--builds_acid_from	maltose--builds_acid_from	D-mannitol--builds_acid_from	Potassium_5-ketogluconate--builds_acid_from	D-galacturonic_acid--builds_acid_from	L-arabitol--builds_acid_from	lysine--degradation	ornithine--degradation	D-ribose--builds_acid_from	lactose--builds_acid_from	alpha-cyclodextrin--builds_acid_from	hippurate--hydrolysis	glycogen--builds_acid_from	pullulan--builds_acid_from	melezitose--builds_acid_from	methyl_beta-D-glucopyranoside--builds_acid_from	D-tagatose--builds_acid_from	malate--assimilation	adipate--assimilation	decanoate--assimilation	gluconate--assimilation	maltose--assimilation	N-acetylglucosamine--assimilation	D-mannitol--assimilation	D-mannose--assimilation	L-arabinose--assimilation	D-glucose--assimilation	gelatin--hydrolysis	esculin--hydrolysis	D-glucose--fermentation	glycogen--fermentation	sucrose--fermentation	lactose--fermentation	maltose--fermentation	D-mannitol--fermentation	D-xylose--fermentation	D-ribose--fermentation	casein--hydrolysis	glucose--fermentation	starch--hydrolysis	acetate--assimilation	propionate--assimilation	glycerol--builds_acid_from	D-xylose--builds_acid_from	salicin--builds_acid_from	arginine--carbon_source	glucose--carbon_source	sorbitol--carbon_source	sucrose--carbon_source	xylose--carbon_source	gluconate--builds_acid_from	L-fucose--builds_acid_from	D-fucose--builds_acid_from	D-lyxose--builds_acid_from	turanose--builds_acid_from	gentiobiose--builds_acid_from	xylitol--builds_acid_from	starch--builds_acid_from	inulin--builds_acid_from	esculin--builds_acid_from	arbutin--builds_acid_from	amygdalin--builds_acid_from	N-acetylglucosamine--builds_acid_from	methyl_alpha-D-glucopyranoside--builds_acid_from	methyl_alpha-D-mannoside--builds_acid_from	D-sorbitol--builds_acid_from	galactitol--builds_acid_from	L-sorbose--builds_acid_from	D-mannose--builds_acid_from	D-fructose--builds_acid_from	D-galactose--builds_acid_from	methyl_beta-D-xylopyranoside--builds_acid_from	L-xylose--builds_acid_from	D-arabinose--builds_acid_from	erythritol--builds_acid_from	mannitol--builds_acid_from	rhamnose--builds_acid_from	5-dehydro-D-gluconate--builds_acid_from	phenylacetate--assimilation	potassium_2-dehydro-D-gluconate--builds_acid_from	potassium_gluconate--assimilation	sodium_citrate--assimilation	citrate--carbon_source	D-glucose--carbon_source	D-mannitol--carbon_source	D-sorbitol--carbon_source	formate--carbon_source	fructose--carbon_source	L-serine--carbon_source	succinate--carbon_source	trehalose--carbon_source	xylitol--carbon_source	dna--hydrolysis	tween_80--hydrolysis	pyruvate--carbon_source	2-dehydro-D-gluconate--builds_acid_from	glucose--builds_acid_from	esculin_ferric_citrate--builds_acid_from	potassium_gluconate--builds_acid_from	carboxymethylcellulose--hydrolysis	arabinose--carbon_source	gluconate--carbon_source	mannose--carbon_source	N-acetylglucosamine--carbon_source	galactose--carbon_source	gelatin--carbon_source	rhamnose--carbon_source	salicin--carbon_source	tween_20--carbon_source	tween_40--carbon_source	tween_80--carbon_source	acetate--carbon_source	glucose--NA	arabinose--NA	sucrose--NA	xylose--NA	myo-inositol--NA	mannitol--NA	fructose--NA	rhamnose--NA	raffinose--NA	cellulose--NA	tween_20--hydrolysis	arabinose--fermentation	turanose--fermentation	N-acetylglucosamine--fermentation	cellobiose--fermentation	trehalose--fermentation	D-fructose--fermentation	citrate--assimilation	mannitol--carbon_source	L-arabinose--carbon_source	methyl_D-glucoside--carbon_source	serine--carbon_source	Potassium_2-ketogluconate--builds_acid_from	ncbi_tax_id-subspecies	succinate--assimilation	triphenyltetrazolium_chloride--reduction	glutamate--carbon_source	leucine--carbon_source	malonate--carbon_source	L-arabinose--fermentation	amygdalin--fermentation	melibiose--fermentation	L-rhamnose--fermentation	sorbitol--fermentation	myo-inositol--fermentation	ribitol--carbon_source	asparagine--carbon_source	dextrin--carbon_source	glycerol--carbon_source	glycine--carbon_source	histidine--carbon_source	ribose--carbon_source	threonine--carbon_source	propionate--carbon_source	potassium_5-dehydro-D-gluconate--builds_acid_from	glucuronamide--carbon_source	tween_40--hydrolysis	tween_60--hydrolysis	cellulose--hydrolysis	hypoxanthine--hydrolysis	L-tyrosine--hydrolysis	xanthine--hydrolysis	D-fructose--carbon_source	D-ribose--carbon_source	D-xylose--carbon_source	fucose--carbon_source	myo-inositol--carbon_source	L-rhamnose--carbon_source	lactate--carbon_source	malate--carbon_source	proline--carbon_source	glucose--assimilation	glycogen--carbon_source	adipate--carbon_source	alanine--carbon_source	aspartate--carbon_source	methyl_pyruvate--carbon_source	ornithine--carbon_source	phenylacetate--carbon_source	chitin--hydrolysis	mannitol--assimilation	mannose--assimilation	L-alaninamide--carbon_source	inosine--carbon_source	D-fructose--assimilation	tyrosine--hydrolysis	nitrite--reduction	cellobiose--assimilation	D-galactose--assimilation	salicin--assimilation	sucrose--assimilation	trehalose--assimilation	D-sorbitol--assimilation	glycerol--assimilation	glycogen--assimilation	myo-inositol--assimilation	L-fucose--assimilation	lactose--assimilation	raffinose--assimilation	gentiobiose--carbon_source	L-aspartate--carbon_source	D-ribose--assimilation	L-rhamnose--assimilation	L-alanine--assimilation	L-histidine--assimilation	L-proline--assimilation	L-serine--assimilation	lactate--assimilation	melibiose--assimilation	3-hydroxybutyrate--carbon_source	turanose--carbon_source	ethanol--carbon_source	D-arabitol--carbon_source	L-arabitol--carbon_source	L-fucose--carbon_source	2-oxoglutarate--carbon_source	L-histidine--carbon_source	alpha-D-glucose--carbon_source	L-glutamate--carbon_source
GCF_902860005	Achromobacter mucicolens	Bacteria												0	1			0		0																													1	1	0	1	0	0	0	0	0	0	0	0	0																																																																																																																																																																																															
GCF_902860105	Achromobacter mucicolens	Bacteria												0	1			0		0																													1	1	1	1	0	0	0	0	0	0	0	0	0																																																																																																																																																																																															
GCF_902859625	Achromobacter pestifer	Bacteria													1																																			1				1	0	1	1	0	0	0																																																		1															0																																				1																																												0															0				0	0																											
GCF_001571245	Achromobacter piechaudii	Bacteria												0	1			0		0																													1	1	1	1	0	0	0	0	0	0	0	0	0																																																																																																																																																																																															
GCF_902860185	Achromobacter piechaudii	Bacteria												0	1			0		0																													1	1	1	1	0	0	0	0	0	0	0	0	0																																																																																																																																																																																															
GCF_902860065	Achromobacter pulmonis	Bacteria												0	1			0		0																													0	0	0	1	0	0	0	0	0	0	0	0	0																																																																																																																																																																																															
GCF_902859765	Achromobacter pulmonis	Bacteria												0	1			0		0																													1	1		1	0	0	0	0	0	0	0	0	0																																																																																																																																																																																															
GCF_902860085	Achromobacter ruhlandii	Bacteria												0	1			0		0																													1	1	1	1	0	0	0	0	0	1	0	0	0																																																																																																																																																																																															
GCF_902860035	Achromobacter ruhlandii	Bacteria												0	1			0		0																													1	1	1	1	0	0	0	0	0	1	0	0	0																																																																																																																																																																																															
GCF_002812705	Achromobacter spanius	Bacteria													1																																													0																																																																																																																																																																0																																
GCF_000025305	Acidaminococcus fermentans	Bacteria												0	0	0	0	0	0	0																																																																																																																																																																																																																																								
GCF_009696675	Acidaminococcus fermentans	Bacteria												0	0	0	0	0	0	0																																																																																																																																																																																																																																								
GCF_000425045	Acidaminococcus intestini	Bacteria												0	0	0	0	0	0	0																																																																																																																																																																																																																																								
GCF_003352165	Acidibrevibacterium fodinaquatile	Bacteria						0							1			1						1			1		1											1									0					0	0	0	1	1	0	0									0	1	0				1								1	1	1																	1		1	1					0			0		1	0					0				0	0				1						1																																														0																1					0																																										1							
GCF_001753165	Acidihalobacter aeolianus	Bacteria																																																																																																																																																																																																																																																										
GCF_001975725	Acidihalobacter ferrooxydans	Bacteria																																																																																																																																																																																																																																																										
GCF_002871005	Acidimangrovimonas sediminis	Bacteria													0			1		1																													1	0	0		0	1	1	1	1	1	0	0																																																		0		1	0																																																0																																																															0					0													1										
GCF_004339725	Acidipila rosea	Bacteria												0	0			0		0																													0	0	0	0	0	0	0	0	0	0	0	1	0																																																																																																																																																																																															
GCF_000427845	Acidipropionibacterium acidipropionici	Bacteria												0	0	1	1	0	0	0																																																																																																																																																																																																																																								
GCF_000310065	Acidipropionibacterium acidipropionici	Bacteria												0	0	1	1	0	0	0																																																																																																																																																																																																																																								
GCF_000425285	Acidipropionibacterium jensenii	Bacteria												0	0	1	1	0	0	0																																																																																																																																																																																																																																								
GCF_000423445	Acidipropionibacterium thoenii	Bacteria	0	0										0	0	0	1	0	0	0	0				0	0	0	0					0	0						0	0	0	0	0	0	0	0	0											0	1	1	0	1	0	1	0	0	1																																																																																																																																																																																								
GCF_003325455	Acidipropionibacterium virtanenii	Bacteria	1	1																		1	0	0	1	1	1	1	1			1	1	1			1			1	1			0		0		0																										1	0	1							0	0	0	1	1	1	1	0		1		1	1	0	1	0	0	1	1	1	0	0	1	1					0																		1	1																																																										0																																																																
GCF_000964365	Acidisphaera rubrifaciens	Bacteria									0				0																																																						0		0							1	1	0																																		0				0	0		1				0	1							1	0		1							0																			1	0																			1					0											1		0		1	1																																										0							
GCF_010378095	Acidithiobacillus ferrianus	Bacteria																																																																																																																																																																																																																																																										
GCF_003721225	Acidithiobacillus sulfuriphilus	Bacteria																																																			0																																																																																																																																																																																																							
GCF_000688455	Acidobacterium ailaaui	Bacteria									1			0	0			0		0																													0	0	0	0	0	0	0	0	0	0	0	1	0									0								1		1	1																																						1		1					0						1		1		1							0																						0							0										1	0		0		0															0	0	1				0	0																																				0							
GCF_000022565	Acidobacterium capsulatum	Bacteria												0	0			0		0																													0	0	0	0	0	0	0	0	0	0	0	1	0																																																																																																																																																																																															
GCF_000176855	Acidovorax avenae	Bacteria												0	1			1		0																													1	1	1	1	0	0	1	0	1	1	0	0	0																																																																																																																																																																																															
GCF_001298675	Acidovorax caeni	Bacteria																																																																																																																				1			1																																												1					1	1											1				1	1															1	1	1		1		1	1	1																																										
GCF_900104515	Acidovorax cattleyae	Bacteria												0	0			1																															1		0	1	0	0	1	0	1	0	0	0	0																																																																																																																																																																																															
GCF_001593665	Acidovorax citrulli	Bacteria												0	1			0		0																													1	1	0	1	0	0	0	0	1	0	0	0	0																																																																																																																																																																																															
GCF_900100305	Acidovorax citrulli	Bacteria												0	1					0																													1	1	0	1	0	0	0	0	1	0	0		0																																																																																																																																																																																															
GCF_002245625	Acidovorax kalamii	Bacteria	0	0											1							0	0		0			0				0	0								0																												0	0	0					0														0								0									1	0																				1																																																																																																																												
GCF_000687165	Acidovorax oryzae	Bacteria												0	1			1		0																													1	1	1	1	1	1	1	1	1	1	0	0	0																																																																																																																																																																																															
GCF_000204195	Acidovorax radicis	Bacteria			1	0	1	1	0	0	0	0																																																									0											0																																		0		1	1	1		0	1	0	0												0						1	1	1																				1									0							0		0	1					1		0							1				0	0	1				0				1						0	0																0	1									1	0		1			0	1	1	1
GCF_900107605	Acidovorax soli	Bacteria													1																																																															1																																								1																							1	1																							1					1										1						1																1						1	1	1																																										
GCF_001424265	Acidovorax sp.	Bacteria												0	0			0		0																													1	1	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																															
GCF_006716905	Acidovorax temperans	Bacteria												0	1			0		0																													1	0	0	0	0	0	1	0	0	1	0	0	0																																																																																																																																																																																															
GCF_900102625	Acidovorax valerianellae	Bacteria												0	0			1		0																													1	1	0	1	0	0	0	0	0	0	0	0	0																																																																																																																																																																																															
GCF_900113035	Acidovorax wautersii	Bacteria									1			0				1		0																		0	0																				0		1		0			0												1			1																																																			1				1		1																							1	1											0	0	1	0	0	0																																																																										
GCF_001936675	Acinetobacter baumannii	Bacteria												0	0			0		0																													1	1	1		0	0	0	0	1	1	0	0	1																																																																																																																																																																																															
GCF_001512195	Acinetobacter baumannii	Bacteria												0				0		0																		0	0										1	1	1						1		0	0	1		0			0																																																																																															0												0	0	1	0	0	0																																																																										
GCF_000621045	Acinetobacter baylyi	Bacteria												0	0			1		0																													1	1	1		0	0	0	0	0	1	0	0																																																																																																																																																																																																
GCF_000046845	Acinetobacter baylyi	Bacteria												0	0			1		0																													1	1	1	1	0	0	0	0	0	1	0	0	0																																																																																																																																																																																															
GCF_000931715	Acinetobacter beijerinckii	Bacteria												0	0			0		0																													1	0	1	0	0	0	0	0	0	0	0	0	0																																																					1																							1						1																													1												1																			1						1																																				1							
GCF_000368925	Acinetobacter bereziniae	Bacteria												0	0			0		0																													1	1	1	0	0	0	0	0	0	0	0	0																																																						1																													1																											1																																1						1	1																																				1							
GCF_008802275	Acinetobacter bohemicus	Bacteria												0	0			0		0																													1	0	1	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																															
GCF_001510805	Acinetobacter calcoaceticus	Bacteria												0	0			0		0																													1	1	1	0	0	0	0	0	1	0	0	0	1																																																																																																																																																																																															
GCF_000413935	Acinetobacter colistiniresistens	Bacteria												0	0			0		0									1																				1	0	1	0	0	0	0	0	0	0	1	0	1																																																					1																													1																																																																																																											1		1
GCF_000369605	Acinetobacter courvalinii	Bacteria												0	0			0		0																													1	1	1	0	0	0	0	0	0	0	1	0	1																																																																																																																																																																																															
GCF_008802255	Acinetobacter courvalinii	Bacteria																											1																														1																																																							1																																																										1																														1					1					1																																						1		1
GCF_001704615	Acinetobacter defluvii	Bacteria												0	1			0		0									0																				1	0	1	0	0	0	0	0	0		0	0	0																																																					0	0																												1																				0									0																		1							0					1					0					1																						0											1					0		0
GCF_000369545	Acinetobacter dispersus	Bacteria												0	0			0		0																													1	0	1	0	0	0	0	0	1	1	0	0	0																																																																																																																																																																																															
GCF_001307195	Acinetobacter equi	Bacteria													1															0																			1	1							1																																																					1																																																			1																																																																													1			1											
GCF_008802205	Acinetobacter gandensis	Bacteria												0	0			0		0																													1	0	1	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																															
GCF_000368565	Acinetobacter gerneri	Bacteria												0	0			0		0																													1	1	1	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																															
GCF_008802215	Acinetobacter guillouiae	Bacteria												0	0			0		0																													1	1	1	0	0	0	0	0	0	0	0	0	0																																																					1																													1																											1																																1					1		1																																				1							
GCF_000488195	Acinetobacter gyllenbergii	Bacteria												0	0			0		0																													1	1	1	0	0	0	0	0	0	0	1	0	0																																																																																																																																																																																															
GCF_900444835	Acinetobacter haemolyticus	Bacteria												0	0			0		0																													1	0	1	0	0	0	0	0	0	0	1	0																																																																																																																																																																																																
GCF_000488255	Acinetobacter indicus	Bacteria													1																																																																																																																																1																																																																																																						1							
GCF_002174105	Acinetobacter indicus	Bacteria												0	0			0		0																													1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																															
GCF_000368045	Acinetobacter johnsonii	Bacteria												0	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0											0	1	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																															
GCF_900444875	Acinetobacter junii	Bacteria												0	0			0		0																													0	0	1	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																															
GCF_000368665	Acinetobacter junii	Bacteria												0	0			0		0																													0	0	1	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																															
GCF_001595745	Acinetobacter lactucae	Bacteria																											1																														0																																																							1	0																		0										1																				1									1																									1					1					1					1																						1																1		1
